i,D.I.,A.Y.,I.COV,S,B.R.,S.R.,T.S.,MaxP.($),MinP.($),MedP.($),MeanP.($),P.SD,M.P.SD,MeanPCF,PCFSD,M.PCFSD,Mean P.F.,M.P.FSD
2048,PDSIz,2017,0.23,0.85,8,49,1.0,1945.09,40.48,353.69,421.35,282.06,106.72,0.18,0.01,0.03,217.31,1.07
2049,PDSIz,2017,0.23,0.9,8,49,1.0,2411.57,53.58,450.3,536.71,360.27,118.73,0.17,0.01,0.03,247.38,1.09
2050,PDSIz,2017,0.23,0.7,8,29,1.0,1613.05,19.17,200.11,246.6,168.86,100.65,0.21,0.02,0.04,99.98,0.85
2051,PDSIz,2017,0.23,0.75,8,29,1.0,1728.27,20.54,214.4,264.22,180.92,107.84,0.21,0.02,0.04,99.98,0.85
2052,PDSIz,2017,0.23,0.8,8,29,1.0,2116.61,29.44,286.06,347.96,237.41,122.7,0.2,0.02,0.04,117.54,0.84
2053,PDSIz,2017,0.23,0.85,8,29,1.0,2560.3,40.13,372.86,448.96,305.5,137.06,0.18,0.01,0.04,135.39,0.83
2054,PDSIz,2017,0.23,0.9,8,29,1.0,3059.39,53.24,473.65,568.19,385.91,150.8,0.18,0.01,0.04,153.14,0.84
2055,PDSIz,2017,0.23,0.7,8,9,1.0,3185.2,0.92,191.38,239.89,180.84,144.73,0.22,0.04,0.06,31.42,0.45
2056,PDSIz,2017,0.23,0.75,8,9,1.0,3412.71,0.98,205.05,257.03,193.76,155.06,0.22,0.04,0.06,31.42,0.45
2057,PDSIz,2017,0.23,0.8,8,9,1.0,3991.9,5.47,272.92,337.88,250.42,180.27,0.21,0.04,0.06,36.8,0.46
2058,PDSIz,2017,0.23,0.85,8,9,1.0,4612.82,12.93,354.37,435.51,318.27,206.24,0.19,0.03,0.06,42.27,0.47
2059,PDSIz,2017,0.23,0.9,8,9,1.0,5280.69,24.48,451.48,550.85,397.86,232.62,0.19,0.03,0.05,47.71,0.48
2060,PDSIz,2018,0.23,0.7,8,69,1.0,2461.15,0.96,194.56,237.48,162.78,142.09,0.22,0.04,0.06,31.42,0.45
2061,PDSIz,2018,0.23,0.75,8,69,1.0,2636.94,1.03,208.45,254.44,174.4,152.24,0.22,0.04,0.06,31.42,0.45
2062,PDSIz,2018,0.23,0.8,8,69,1.0,3084.47,5.74,275.25,333.89,223.69,176.48,0.21,0.04,0.06,36.8,0.46
2063,PDSIz,2018,0.23,0.85,8,69,1.0,3564.24,13.57,354.89,429.75,282.6,201.4,0.19,0.03,0.06,42.27,0.47
2064,PDSIz,2018,0.23,0.9,8,69,1.0,4080.29,25.7,449.76,543.0,352.0,226.76,0.19,0.03,0.05,47.71,0.48
2065,PDSIz,2018,0.23,0.7,8,49,1.0,2461.15,0.96,194.56,237.48,162.78,142.09,0.22,0.04,0.06,31.42,0.45
2066,PDSIz,2018,0.23,0.75,8,49,1.0,2636.94,1.03,208.45,254.44,174.4,152.24,0.22,0.04,0.06,31.42,0.45
2067,PDSIz,2018,0.23,0.8,8,49,1.0,3084.47,5.74,275.25,333.89,223.69,176.48,0.21,0.04,0.06,36.8,0.46
2068,PDSIz,2018,0.23,0.85,8,49,1.0,3564.24,13.57,354.89,429.75,282.6,201.4,0.19,0.03,0.06,42.27,0.47
2069,PDSIz,2018,0.23,0.9,8,49,1.0,4080.29,25.7,449.76,543.0,352.0,226.76,0.19,0.03,0.05,47.71,0.48
2070,PDSIz,2018,0.23,0.7,8,29,1.0,2461.15,0.96,194.56,237.48,162.78,142.09,0.22,0.04,0.06,31.42,0.45
2071,PDSIz,2018,0.23,0.75,8,29,1.0,2636.94,1.03,208.45,254.44,174.4,152.24,0.22,0.04,0.06,31.42,0.45
2072,PDSIz,2018,0.23,0.8,8,29,1.0,3084.47,5.74,275.25,333.89,223.69,176.48,0.21,0.04,0.06,36.8,0.46
2073,PDSIz,2018,0.23,0.85,8,29,1.0,3564.24,13.57,354.89,429.75,282.6,201.4,0.19,0.03,0.06,42.27,0.47
2074,PDSIz,2018,0.23,0.9,8,29,1.0,4080.29,25.7,449.76,543.0,352.0,226.76,0.19,0.03,0.05,47.71,0.48
2075,PDSIz,2018,0.23,0.7,8,9,1.0,2461.15,0.96,194.56,237.48,162.78,142.09,0.22,0.04,0.06,31.42,0.45
2076,PDSIz,2018,0.23,0.75,8,9,1.0,2636.94,1.03,208.45,254.44,174.4,152.24,0.22,0.04,0.06,31.42,0.45
2077,PDSIz,2018,0.23,0.8,8,9,1.0,3084.47,5.74,275.25,333.89,223.69,176.48,0.21,0.04,0.06,36.8,0.46
2078,PDSIz,2018,0.23,0.85,8,9,1.0,3564.24,13.57,354.89,429.75,282.6,201.4,0.19,0.03,0.06,42.27,0.47
2079,PDSIz,2018,0.23,0.9,8,9,1.0,4080.29,25.7,449.76,543.0,352.0,226.76,0.19,0.03,0.05,47.71,0.48
2080,EDDI-1,2017,0.41,0.7,8,69,1.0,1914.1,54.33,402.58,532.3,367.32,76.82,0.29,0.01,0.03,0.0,0.52
2081,EDDI-1,2017,0.41,0.75,8,69,1.0,2255.04,66.85,492.44,649.84,449.07,82.99,0.3,0.01,0.03,0.0,0.53
2082,EDDI-1,2017,0.41,0.8,8,69,1.0,2754.14,86.53,631.23,831.2,575.49,88.63,0.3,0.01,0.03,0.0,0.54
2083,EDDI-1,2017,0.41,0.85,8,69,1.0,3175.18,103.03,752.06,988.02,684.63,93.58,0.3,0.01,0.02,0.0,0.55
2084,EDDI-1,2017,0.41,0.9,8,69,1.0,3626.41,121.94,885.61,1162.58,805.99,97.86,0.3,0.01,0.02,0.0,0.55
2085,EDDI-1,2017,0.41,0.7,8,49,1.0,1914.1,54.33,402.58,532.3,367.32,76.82,0.29,0.01,0.03,0.0,0.52
2086,EDDI-1,2017,0.41,0.75,8,49,1.0,2255.04,66.85,492.44,649.84,449.07,82.99,0.3,0.01,0.03,0.0,0.53
2087,EDDI-1,2017,0.41,0.8,8,49,1.0,2754.14,86.53,631.23,831.2,575.49,88.63,0.3,0.01,0.03,0.0,0.54
2088,EDDI-1,2017,0.41,0.85,8,49,1.0,3175.18,103.03,752.06,988.02,684.63,93.58,0.3,0.01,0.02,0.0,0.55
2089,EDDI-1,2017,0.41,0.9,8,49,1.0,3626.41,121.94,885.61,1162.58,805.99,97.86,0.3,0.01,0.02,0.0,0.55
2090,EDDI-1,2017,0.41,0.7,8,29,1.0,2332.2,36.59,362.61,459.23,317.96,131.84,0.29,0.02,0.04,83.22,0.59
2091,EDDI-1,2017,0.41,0.75,8,29,1.0,2727.74,45.24,444.25,562.63,388.21,145.59,0.3,0.01,0.03,94.63,0.61
2092,EDDI-1,2017,0.41,0.8,8,29,1.0,3294.91,58.97,568.27,723.92,497.64,160.73,0.3,0.01,0.03,113.05,0.63
2093,EDDI-1,2017,0.41,0.85,8,29,1.0,3775.93,71.77,675.21,864.24,592.84,173.38,0.3,0.01,0.03,126.09,0.63
2094,EDDI-1,2017,0.41,0.9,8,29,1.0,4278.97,86.24,795.27,1021.75,699.61,185.29,0.3,0.01,0.03,139.4,0.63
2095,EDDI-1,2017,0.41,0.7,8,9,1.0,4618.86,6.54,180.99,239.3,221.41,195.57,0.27,0.03,0.07,18.34,0.35
2096,EDDI-1,2017,0.41,0.75,8,9,1.0,5340.67,18.73,228.49,296.72,262.06,222.51,0.31,0.03,0.07,21.18,0.37
2097,EDDI-1,2017,0.41,0.8,8,9,1.0,6276.0,29.95,308.83,389.72,322.97,258.06,0.31,0.03,0.07,25.89,0.4
2098,EDDI-1,2017,0.41,0.85,8,9,1.0,7072.81,39.41,379.81,472.37,377.03,288.85,0.32,0.03,0.07,29.31,0.41
2099,EDDI-1,2017,0.41,0.9,8,9,1.0,7928.12,51.8,460.84,567.39,437.75,321.03,0.33,0.03,0.06,32.86,0.42
2100,EDDI-1,2018,0.41,0.7,8,69,1.0,3635.42,7.72,174.86,229.18,191.46,186.84,0.27,0.03,0.07,18.34,0.35
2101,EDDI-1,2018,0.41,0.75,8,69,1.0,4144.81,17.25,219.99,285.01,228.16,212.43,0.31,0.03,0.07,21.18,0.37
2102,EDDI-1,2018,0.41,0.8,8,69,1.0,4846.91,27.65,294.56,375.49,283.6,245.97,0.31,0.03,0.07,25.89,0.4
2103,EDDI-1,2018,0.41,0.85,8,69,1.0,5458.62,38.05,361.73,455.78,332.59,274.91,0.32,0.03,0.07,29.31,0.41
2104,EDDI-1,2018,0.41,0.9,8,69,1.0,6100.83,53.91,440.02,548.05,387.55,305.03,0.33,0.03,0.06,32.86,0.42
2105,EDDI-1,2018,0.41,0.7,8,49,1.0,3635.42,7.72,174.86,229.18,191.46,186.84,0.27,0.03,0.07,18.34,0.35
2106,EDDI-1,2018,0.41,0.75,8,49,1.0,4144.81,17.25,219.99,285.01,228.16,212.43,0.31,0.03,0.07,21.18,0.37
2107,EDDI-1,2018,0.41,0.8,8,49,1.0,4846.91,27.65,294.56,375.49,283.6,245.97,0.31,0.03,0.07,25.89,0.4
2108,EDDI-1,2018,0.41,0.85,8,49,1.0,5458.62,38.05,361.73,455.78,332.59,274.91,0.32,0.03,0.07,29.31,0.41
2109,EDDI-1,2018,0.41,0.9,8,49,1.0,6100.83,53.91,440.02,548.05,387.55,305.03,0.33,0.03,0.06,32.86,0.42
2110,EDDI-1,2018,0.41,0.7,8,29,1.0,3635.42,7.72,174.86,229.18,191.46,186.84,0.27,0.03,0.07,18.34,0.35
2111,EDDI-1,2018,0.41,0.75,8,29,1.0,4144.81,17.25,219.99,285.01,228.16,212.43,0.31,0.03,0.07,21.18,0.37
2112,EDDI-1,2018,0.41,0.8,8,29,1.0,4846.91,27.65,294.56,375.49,283.6,245.97,0.31,0.03,0.07,25.89,0.4
2113,EDDI-1,2018,0.41,0.85,8,29,1.0,5458.62,38.05,361.73,455.78,332.59,274.91,0.32,0.03,0.07,29.31,0.41
2114,EDDI-1,2018,0.41,0.9,8,29,1.0,6100.83,53.91,440.02,548.05,387.55,305.03,0.33,0.03,0.06,32.86,0.42
2115,EDDI-1,2018,0.41,0.7,8,9,1.0,3635.42,7.72,174.86,229.18,191.46,186.84,0.27,0.03,0.07,18.34,0.35
2116,EDDI-1,2018,0.41,0.75,8,9,1.0,4144.81,17.25,219.99,285.01,228.16,212.43,0.31,0.03,0.07,21.18,0.37
2117,EDDI-1,2018,0.41,0.8,8,9,1.0,4846.91,27.65,294.56,375.49,283.6,245.97,0.31,0.03,0.07,25.89,0.4
2118,EDDI-1,2018,0.41,0.85,8,9,1.0,5458.62,38.05,361.73,455.78,332.59,274.91,0.32,0.03,0.07,29.31,0.41
2119,EDDI-1,2018,0.41,0.9,8,9,1.0,6100.83,53.91,440.02,548.05,387.55,305.03,0.33,0.03,0.06,32.86,0.42
2120,EDDI-2,2017,0.43,0.7,8,69,2.0,2045.24,66.7,497.1,648.9,455.8,55.55,0.31,0.01,0.03,0.0,0.43
2121,EDDI-2,2017,0.43,0.75,8,69,2.0,2416.09,79.83,594.13,772.63,542.7,58.89,0.33,0.01,0.03,0.0,0.44
2122,EDDI-2,2017,0.43,0.8,8,69,2.0,2978.43,100.62,736.71,956.32,671.43,61.92,0.33,0.01,0.02,0.0,0.44
2123,EDDI-2,2017,0.43,0.85,8,69,2.0,3454.73,118.11,860.03,1115.41,782.85,65.04,0.33,0.01,0.02,0.0,0.45
2124,EDDI-2,2017,0.43,0.9,8,69,2.0,4140.17,142.57,1040.53,1346.93,944.78,67.38,0.32,0.01,0.02,0.0,0.45
2125,EDDI-2,2017,0.43,0.7,8,49,2.0,2045.24,66.7,497.1,648.9,455.8,55.55,0.31,0.01,0.03,0.0,0.43
2126,EDDI-2,2017,0.43,0.75,8,49,2.0,2416.09,79.83,594.13,772.63,542.7,58.89,0.33,0.01,0.03,0.0,0.44
2127,EDDI-2,2017,0.43,0.8,8,49,2.0,2978.43,100.62,736.71,956.32,671.43,61.92,0.33,0.01,0.02,0.0,0.44
2128,EDDI-2,2017,0.43,0.85,8,49,2.0,3454.73,118.11,860.03,1115.41,782.85,65.04,0.33,0.01,0.02,0.0,0.45
2129,EDDI-2,2017,0.43,0.9,8,49,2.0,4140.17,142.57,1040.53,1346.93,944.78,67.38,0.32,0.01,0.02,0.0,0.45
2130,EDDI-2,2017,0.43,0.7,8,29,2.0,2390.69,40.97,430.53,556.05,396.83,132.59,0.3,0.01,0.03,82.5,0.53
2131,EDDI-2,2017,0.43,0.75,8,29,2.0,2791.15,50.03,515.56,664.84,472.23,145.19,0.33,0.01,0.03,92.39,0.54
2132,EDDI-2,2017,0.43,0.8,8,29,2.0,3342.94,64.56,643.61,828.26,584.54,158.79,0.32,0.01,0.03,108.3,0.54
2133,EDDI-2,2017,0.43,0.85,8,29,2.0,3807.3,77.57,753.59,970.4,682.27,170.65,0.33,0.01,0.03,119.51,0.54
2134,EDDI-2,2017,0.43,0.9,8,29,2.0,4441.25,97.85,913.88,1180.02,825.65,182.38,0.32,0.01,0.03,136.68,0.53
2135,EDDI-2,2017,0.43,0.7,8,9,2.0,6084.14,0.0,218.78,291.9,289.81,228.51,0.28,0.04,0.08,16.94,0.32
2136,EDDI-2,2017,0.43,0.75,8,9,2.0,6899.08,3.31,269.63,353.06,336.29,256.47,0.32,0.03,0.08,19.23,0.33
2137,EDDI-2,2017,0.43,0.8,8,9,2.0,7924.7,17.64,350.02,448.0,402.56,291.88,0.33,0.03,0.07,22.97,0.35
2138,EDDI-2,2017,0.43,0.85,8,9,2.0,8792.11,29.35,419.97,531.72,461.01,323.19,0.34,0.04,0.07,25.66,0.36
2139,EDDI-2,2017,0.43,0.9,8,9,2.0,9848.67,49.99,530.61,659.78,544.99,363.32,0.34,0.04,0.07,29.89,0.38
2140,EDDI-2,2018,0.43,0.7,8,69,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
2141,EDDI-2,2018,0.43,0.75,8,69,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
2142,EDDI-2,2018,0.43,0.8,8,69,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
2143,EDDI-2,2018,0.43,0.85,8,69,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
2144,EDDI-2,2018,0.43,0.9,8,69,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
2145,EDDI-2,2018,0.43,0.7,8,49,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
2146,EDDI-2,2018,0.43,0.75,8,49,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
2147,EDDI-2,2018,0.43,0.8,8,49,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
2148,EDDI-2,2018,0.43,0.85,8,49,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
2149,EDDI-2,2018,0.43,0.9,8,49,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
2150,EDDI-2,2018,0.43,0.7,8,29,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
2151,EDDI-2,2018,0.43,0.75,8,29,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
2152,EDDI-2,2018,0.43,0.8,8,29,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
2153,EDDI-2,2018,0.43,0.85,8,29,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
2154,EDDI-2,2018,0.43,0.9,8,29,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
2155,EDDI-2,2018,0.43,0.7,8,9,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
2156,EDDI-2,2018,0.43,0.75,8,9,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
2157,EDDI-2,2018,0.43,0.8,8,9,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
2158,EDDI-2,2018,0.43,0.85,8,9,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
2159,EDDI-2,2018,0.43,0.9,8,9,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
2160,EDDI-3,2017,0.44,0.7,8,69,3.0,2105.98,66.42,505.13,654.85,462.51,56.2,0.33,0.01,0.03,114.19,0.38
2161,EDDI-3,2017,0.44,0.75,8,69,3.0,2588.35,82.94,627.47,813.72,574.42,59.72,0.33,0.01,0.02,133.33,0.39
2162,EDDI-3,2017,0.44,0.8,8,69,3.0,3133.34,101.98,769.97,996.97,703.28,62.88,0.33,0.01,0.02,153.63,0.4
2163,EDDI-3,2017,0.44,0.85,8,69,3.0,3614.51,118.63,892.75,1155.93,815.02,66.06,0.34,0.01,0.02,167.7,0.4
2164,EDDI-3,2017,0.44,0.9,8,69,3.0,4303.65,143.15,1070.84,1385.08,975.76,68.51,0.33,0.01,0.02,189.25,0.41
2165,EDDI-3,2017,0.44,0.7,8,49,3.0,2105.98,66.42,505.13,654.85,462.51,56.2,0.33,0.01,0.03,114.19,0.38
2166,EDDI-3,2017,0.44,0.75,8,49,3.0,2588.35,82.94,627.47,813.72,574.42,59.72,0.33,0.01,0.02,133.33,0.39
2167,EDDI-3,2017,0.44,0.8,8,49,3.0,3133.34,101.98,769.97,996.97,703.28,62.88,0.33,0.01,0.02,153.63,0.4
2168,EDDI-3,2017,0.44,0.85,8,49,3.0,3614.51,118.63,892.75,1155.93,815.02,66.06,0.34,0.01,0.02,167.7,0.4
2169,EDDI-3,2017,0.44,0.9,8,49,3.0,4303.65,143.15,1070.84,1385.08,975.76,68.51,0.33,0.01,0.02,189.25,0.41
2170,EDDI-3,2017,0.44,0.7,8,29,3.0,2307.58,37.08,435.92,556.21,397.89,131.33,0.32,0.01,0.03,78.73,0.48
2171,EDDI-3,2017,0.44,0.75,8,29,3.0,2816.71,48.96,544.86,695.58,494.2,144.83,0.33,0.01,0.03,92.9,0.49
2172,EDDI-3,2017,0.44,0.8,8,29,3.0,3394.16,65.07,669.28,857.92,605.96,157.74,0.33,0.01,0.03,108.07,0.5
2173,EDDI-3,2017,0.44,0.85,8,29,3.0,3868.0,77.2,777.99,999.22,703.26,169.16,0.33,0.01,0.03,118.81,0.5
2174,EDDI-3,2017,0.44,0.9,8,29,3.0,4507.0,97.18,936.14,1205.91,844.65,180.55,0.33,0.01,0.03,135.63,0.5
2175,EDDI-3,2017,0.44,0.7,8,9,3.0,6268.2,0.0,196.95,273.33,294.55,216.01,0.29,0.04,0.08,15.62,0.29
2176,EDDI-3,2017,0.44,0.75,8,9,3.0,7278.88,0.0,258.83,348.61,351.65,247.64,0.31,0.04,0.07,18.88,0.31
2177,EDDI-3,2017,0.44,0.8,8,9,3.0,8323.05,7.29,336.66,439.53,416.38,280.57,0.32,0.04,0.07,22.52,0.33
2178,EDDI-3,2017,0.44,0.85,8,9,3.0,9206.12,22.85,405.71,520.03,473.59,309.79,0.34,0.04,0.07,25.16,0.34
2179,EDDI-3,2017,0.44,0.9,8,9,3.0,10282.29,43.11,512.42,643.19,554.62,346.9,0.34,0.04,0.07,29.36,0.36
2180,EDDI-3,2018,0.44,0.7,8,69,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
2181,EDDI-3,2018,0.44,0.75,8,69,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
2182,EDDI-3,2018,0.44,0.8,8,69,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
2183,EDDI-3,2018,0.44,0.85,8,69,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
2184,EDDI-3,2018,0.44,0.9,8,69,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
2185,EDDI-3,2018,0.44,0.7,8,49,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
2186,EDDI-3,2018,0.44,0.75,8,49,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
2187,EDDI-3,2018,0.44,0.8,8,49,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
2188,EDDI-3,2018,0.44,0.85,8,49,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
2189,EDDI-3,2018,0.44,0.9,8,49,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
2190,EDDI-3,2018,0.44,0.7,8,29,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
2191,EDDI-3,2018,0.44,0.75,8,29,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
2192,EDDI-3,2018,0.44,0.8,8,29,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
2193,EDDI-3,2018,0.44,0.85,8,29,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
2194,EDDI-3,2018,0.44,0.9,8,29,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
2195,EDDI-3,2018,0.44,0.7,8,9,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
2196,EDDI-3,2018,0.44,0.75,8,9,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
2197,EDDI-3,2018,0.44,0.8,8,9,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
2198,EDDI-3,2018,0.44,0.85,8,9,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
2199,EDDI-3,2018,0.44,0.9,8,9,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
2200,EDDI-6,2017,0.45,0.7,8,69,6.0,2226.01,76.16,553.84,710.88,500.44,29.19,0.33,0.01,0.02,0.0,0.31
2201,EDDI-6,2017,0.45,0.75,8,69,6.0,2730.53,93.69,680.86,873.05,614.92,30.15,0.34,0.01,0.02,0.0,0.33
2202,EDDI-6,2017,0.45,0.8,8,69,6.0,3167.54,108.98,793.14,1015.3,715.23,31.53,0.35,0.01,0.02,0.0,0.33
2203,EDDI-6,2017,0.45,0.85,8,69,6.0,3782.07,130.6,954.64,1219.73,859.06,32.77,0.34,0.01,0.01,0.0,0.33
2204,EDDI-6,2017,0.45,0.9,8,69,6.0,4485.21,156.37,1134.86,1449.02,1019.88,34.33,0.34,0.01,0.01,0.0,0.34
2205,EDDI-6,2017,0.45,0.7,8,49,6.0,2226.01,76.16,553.84,710.88,500.44,29.19,0.33,0.01,0.02,0.0,0.31
2206,EDDI-6,2017,0.45,0.75,8,49,6.0,2730.53,93.69,680.86,873.05,614.92,30.15,0.34,0.01,0.02,0.0,0.33
2207,EDDI-6,2017,0.45,0.8,8,49,6.0,3167.54,108.98,793.14,1015.3,715.23,31.53,0.35,0.01,0.02,0.0,0.33
2208,EDDI-6,2017,0.45,0.85,8,49,6.0,3782.07,130.6,954.64,1219.73,859.06,32.77,0.34,0.01,0.01,0.0,0.33
2209,EDDI-6,2017,0.45,0.9,8,49,6.0,4485.21,156.37,1134.86,1449.02,1019.88,34.33,0.34,0.01,0.01,0.0,0.34
2210,EDDI-6,2017,0.45,0.7,8,29,6.0,2564.66,26.92,467.61,595.26,430.17,114.28,0.32,0.02,0.03,0.0,0.39
2211,EDDI-6,2017,0.45,0.75,8,29,6.0,3094.96,39.73,576.49,736.14,528.01,124.62,0.33,0.02,0.03,0.0,0.4
2212,EDDI-6,2017,0.45,0.8,8,29,6.0,3555.13,52.83,673.39,860.21,614.15,133.87,0.34,0.01,0.02,0.0,0.4
2213,EDDI-6,2017,0.45,0.85,8,29,6.0,4186.38,73.56,811.77,1041.03,738.35,143.2,0.34,0.01,0.02,0.0,0.41
2214,EDDI-6,2017,0.45,0.9,8,29,6.0,4877.57,92.8,970.21,1245.94,878.26,152.25,0.33,0.02,0.02,0.0,0.42
2215,EDDI-6,2017,0.45,0.7,8,9,6.0,6925.16,0.0,123.57,212.31,317.71,145.9,0.28,0.05,0.07,13.69,0.24
2216,EDDI-6,2017,0.45,0.75,8,9,6.0,7926.41,0.0,177.53,275.28,374.72,170.17,0.3,0.04,0.06,16.83,0.26
2217,EDDI-6,2017,0.45,0.8,8,9,6.0,8812.69,0.0,225.46,331.82,425.01,190.89,0.33,0.05,0.06,19.08,0.27
2218,EDDI-6,2017,0.45,0.85,8,9,6.0,9957.26,0.0,304.48,420.05,493.31,217.22,0.34,0.05,0.06,22.67,0.28
2219,EDDI-6,2017,0.45,0.9,8,9,6.0,11117.48,0.0,399.24,524.8,568.14,244.36,0.33,0.05,0.06,26.51,0.3
2220,EDDI-6,2018,0.45,0.7,8,69,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
2221,EDDI-6,2018,0.45,0.75,8,69,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
2222,EDDI-6,2018,0.45,0.8,8,69,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
2223,EDDI-6,2018,0.45,0.85,8,69,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
2224,EDDI-6,2018,0.45,0.9,8,69,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
2225,EDDI-6,2018,0.45,0.7,8,49,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
2226,EDDI-6,2018,0.45,0.75,8,49,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
2227,EDDI-6,2018,0.45,0.8,8,49,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
2228,EDDI-6,2018,0.45,0.85,8,49,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
2229,EDDI-6,2018,0.45,0.9,8,49,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
2230,EDDI-6,2018,0.45,0.7,8,29,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
2231,EDDI-6,2018,0.45,0.75,8,29,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
2232,EDDI-6,2018,0.45,0.8,8,29,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
2233,EDDI-6,2018,0.45,0.85,8,29,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
2234,EDDI-6,2018,0.45,0.9,8,29,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
