i,D.I.,A.Y.,I.COV,S,B.R.,S.R.,T.S.,MaxP.($),MinP.($),MedP.($),MeanP.($),P.SD,M.P.SD,MeanPCF,PCFSD,M.PCFSD,Mean P.F.,M.P.FSD
924,EDDI-6,2017,0.45,0.9,48,69,6.0,4485.21,156.37,1134.86,1449.02,1019.88,34.33,0.34,0.01,0.01,0.0,0.34
925,EDDI-6,2017,0.45,0.7,48,49,6.0,2226.01,76.16,553.84,710.88,500.44,29.19,0.33,0.01,0.02,0.0,0.31
926,EDDI-6,2017,0.45,0.75,48,49,6.0,2730.53,93.69,680.86,873.05,614.92,30.15,0.34,0.01,0.02,0.0,0.33
927,EDDI-6,2017,0.45,0.8,48,49,6.0,3167.54,108.98,793.14,1015.3,715.23,31.53,0.35,0.01,0.02,0.0,0.33
928,EDDI-6,2017,0.45,0.85,48,49,6.0,3782.07,130.6,954.64,1219.73,859.06,32.77,0.34,0.01,0.01,0.0,0.33
929,EDDI-6,2017,0.45,0.9,48,49,6.0,4485.21,156.37,1134.86,1449.02,1019.88,34.33,0.34,0.01,0.01,0.0,0.34
930,EDDI-6,2017,0.45,0.7,48,29,6.0,2564.66,26.92,467.61,595.26,430.17,114.28,0.32,0.02,0.03,0.0,0.39
931,EDDI-6,2017,0.45,0.75,48,29,6.0,3094.96,39.73,576.49,736.14,528.01,124.62,0.33,0.02,0.03,0.0,0.4
932,EDDI-6,2017,0.45,0.8,48,29,6.0,3555.13,52.83,673.39,860.21,614.15,133.87,0.34,0.01,0.02,0.0,0.4
933,EDDI-6,2017,0.45,0.85,48,29,6.0,4186.38,73.56,811.77,1041.03,738.35,143.2,0.34,0.01,0.02,0.0,0.41
934,EDDI-6,2017,0.45,0.9,48,29,6.0,4877.57,92.8,970.21,1245.94,878.26,152.25,0.33,0.02,0.02,0.0,0.42
935,EDDI-6,2017,0.45,0.7,48,9,6.0,6925.16,0.0,123.57,212.31,317.71,145.9,0.28,0.05,0.07,13.69,0.24
936,EDDI-6,2017,0.45,0.75,48,9,6.0,7926.41,0.0,177.53,275.28,374.72,170.17,0.3,0.04,0.06,16.83,0.26
937,EDDI-6,2017,0.45,0.8,48,9,6.0,8812.69,0.0,225.46,331.82,425.01,190.89,0.33,0.05,0.06,19.08,0.27
938,EDDI-6,2017,0.45,0.85,48,9,6.0,9957.26,0.0,304.48,420.05,493.31,217.22,0.34,0.05,0.06,22.67,0.28
939,EDDI-6,2017,0.45,0.9,48,9,6.0,11117.48,0.0,399.24,524.8,568.14,244.36,0.33,0.05,0.06,26.51,0.3
940,EDDI-6,2018,0.45,0.7,48,69,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
941,EDDI-6,2018,0.45,0.75,48,69,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
942,EDDI-6,2018,0.45,0.8,48,69,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
943,EDDI-6,2018,0.45,0.85,48,69,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
944,EDDI-6,2018,0.45,0.9,48,69,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
945,EDDI-6,2018,0.45,0.7,48,49,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
946,EDDI-6,2018,0.45,0.75,48,49,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
947,EDDI-6,2018,0.45,0.8,48,49,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
948,EDDI-6,2018,0.45,0.85,48,49,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
949,EDDI-6,2018,0.45,0.9,48,49,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
950,EDDI-6,2018,0.45,0.7,48,29,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
951,EDDI-6,2018,0.45,0.75,48,29,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
952,EDDI-6,2018,0.45,0.8,48,29,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
953,EDDI-6,2018,0.45,0.85,48,29,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
954,EDDI-6,2018,0.45,0.9,48,29,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
955,EDDI-6,2018,0.45,0.7,48,9,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
956,EDDI-6,2018,0.45,0.75,48,9,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
957,EDDI-6,2018,0.45,0.8,48,9,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
958,EDDI-6,2018,0.45,0.85,48,9,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
959,EDDI-6,2018,0.45,0.9,48,9,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
960,SPI-1,2017,0.23,0.7,48,69,1.0,1145.36,26.79,248.34,316.52,216.86,63.08,0.23,0.01,0.02,215.65,1.04
961,SPI-1,2017,0.23,0.75,48,69,1.0,1476.46,37.25,328.56,420.77,287.9,71.96,0.23,0.01,0.02,256.21,1.06
962,SPI-1,2017,0.23,0.8,48,69,1.0,1720.65,44.89,387.17,496.38,339.66,78.97,0.23,0.01,0.02,277.5,1.08
963,SPI-1,2017,0.23,0.85,48,69,1.0,2163.24,58.56,495.17,636.77,436.25,88.36,0.22,0.01,0.02,321.37,1.1
964,SPI-1,2017,0.23,0.9,48,69,1.0,2485.25,68.44,571.62,736.36,504.94,95.78,0.21,0.01,0.01,343.87,1.1
965,SPI-1,2017,0.23,0.7,48,49,1.0,1073.31,22.5,228.44,298.91,207.06,81.62,0.23,0.01,0.02,146.27,0.93
966,SPI-1,2017,0.23,0.75,48,49,1.0,1404.58,30.72,305.17,398.46,275.82,94.65,0.23,0.01,0.02,174.28,0.97
967,SPI-1,2017,0.23,0.8,48,49,1.0,1650.35,36.87,361.15,470.68,325.87,104.77,0.24,0.01,0.02,189.05,0.99
968,SPI-1,2017,0.23,0.85,48,49,1.0,2096.87,49.04,465.54,605.32,419.52,119.28,0.22,0.01,0.02,219.61,1.03
969,SPI-1,2017,0.23,0.9,48,49,1.0,2413.92,57.86,539.36,700.84,486.03,130.43,0.22,0.01,0.02,235.34,1.04
970,SPI-1,2017,0.23,0.7,48,29,1.0,1176.48,21.06,237.71,301.79,207.48,104.43,0.23,0.01,0.03,90.12,0.75
971,SPI-1,2017,0.23,0.75,48,29,1.0,1517.78,29.82,318.2,402.43,275.83,120.64,0.23,0.01,0.03,107.12,0.78
972,SPI-1,2017,0.23,0.8,48,29,1.0,1765.73,36.14,376.52,475.38,325.65,133.16,0.24,0.01,0.03,116.05,0.8
973,SPI-1,2017,0.23,0.85,48,29,1.0,2202.77,48.71,483.59,611.24,418.72,150.56,0.22,0.01,0.03,134.41,0.83
974,SPI-1,2017,0.23,0.9,48,29,1.0,2511.59,57.55,557.68,707.51,484.83,163.97,0.22,0.01,0.03,143.85,0.84
975,SPI-1,2017,0.23,0.7,48,9,1.0,1275.6,26.18,250.3,305.84,206.62,184.63,0.23,0.02,0.05,30.49,0.44
976,SPI-1,2017,0.23,0.75,48,9,1.0,1668.51,34.95,334.46,404.22,270.75,216.33,0.23,0.02,0.05,35.97,0.46
977,SPI-1,2017,0.23,0.8,48,9,1.0,1957.26,41.95,395.71,475.79,317.95,240.45,0.24,0.02,0.05,38.85,0.47
978,SPI-1,2017,0.23,0.85,48,9,1.0,2484.1,55.59,507.35,608.31,405.85,275.45,0.23,0.02,0.05,44.81,0.49
979,SPI-1,2017,0.23,0.9,48,9,1.0,2847.5,65.55,586.74,702.52,468.77,301.82,0.23,0.02,0.05,47.85,0.49
980,SPI-1,2018,0.23,0.7,48,69,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
981,SPI-1,2018,0.23,0.75,48,69,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
982,SPI-1,2018,0.23,0.8,48,69,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
983,SPI-1,2018,0.23,0.85,48,69,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
984,SPI-1,2018,0.23,0.9,48,69,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
985,SPI-1,2018,0.23,0.7,48,49,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
986,SPI-1,2018,0.23,0.75,48,49,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
987,SPI-1,2018,0.23,0.8,48,49,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
988,SPI-1,2018,0.23,0.85,48,49,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
989,SPI-1,2018,0.23,0.9,48,49,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
990,SPI-1,2018,0.23,0.7,48,29,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
991,SPI-1,2018,0.23,0.75,48,29,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
992,SPI-1,2018,0.23,0.8,48,29,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
993,SPI-1,2018,0.23,0.85,48,29,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
994,SPI-1,2018,0.23,0.9,48,29,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
995,SPI-1,2018,0.23,0.7,48,9,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
996,SPI-1,2018,0.23,0.75,48,9,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
997,SPI-1,2018,0.23,0.8,48,9,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
998,SPI-1,2018,0.23,0.85,48,9,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
999,SPI-1,2018,0.23,0.9,48,9,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
1000,SPI-2,2017,0.2,0.7,48,69,2.0,1356.69,30.77,298.39,384.66,266.27,62.98,0.25,0.01,0.02,228.53,0.97
1001,SPI-2,2017,0.2,0.75,48,69,2.0,1590.53,37.48,352.5,454.6,314.23,69.8,0.27,0.01,0.02,247.19,0.99
1002,SPI-2,2017,0.2,0.8,48,69,2.0,2010.87,49.94,451.71,582.47,402.11,79.15,0.26,0.01,0.02,285.81,1.01
1003,SPI-2,2017,0.2,0.85,48,69,2.0,2486.77,64.51,566.42,731.98,505.35,88.62,0.25,0.01,0.02,325.64,1.02
1004,SPI-2,2017,0.2,0.9,48,69,2.0,2827.35,74.75,647.79,838.44,579.07,96.05,0.24,0.01,0.01,345.8,1.03
1005,SPI-2,2017,0.2,0.7,48,49,2.0,1340.75,23.38,272.42,359.35,252.5,83.84,0.26,0.01,0.02,153.73,0.89
1006,SPI-2,2017,0.2,0.75,48,49,2.0,1576.15,28.98,322.88,425.33,298.34,93.53,0.28,0.01,0.02,166.61,0.91
1007,SPI-2,2017,0.2,0.8,48,49,2.0,2005.76,39.82,415.52,546.6,382.63,107.5,0.27,0.01,0.02,193.35,0.94
1008,SPI-2,2017,0.2,0.85,48,49,2.0,2485.53,52.93,523.11,688.81,481.69,122.19,0.26,0.01,0.02,221.0,0.97
1009,SPI-2,2017,0.2,0.9,48,49,2.0,2823.37,62.19,600.42,790.03,552.32,133.49,0.25,0.01,0.02,235.07,0.98
1010,SPI-2,2017,0.2,0.7,48,29,2.0,1508.47,22.96,283.8,363.63,255.21,113.37,0.25,0.01,0.03,94.71,0.73
1011,SPI-2,2017,0.2,0.75,48,29,2.0,1745.99,28.47,337.11,430.24,300.99,125.75,0.28,0.02,0.03,102.51,0.74
1012,SPI-2,2017,0.2,0.8,48,29,2.0,2153.57,39.08,434.13,552.42,384.69,142.77,0.27,0.01,0.03,118.67,0.77
1013,SPI-2,2017,0.2,0.85,48,29,2.0,2624.18,52.01,546.41,695.44,482.74,160.2,0.26,0.01,0.03,135.31,0.79
1014,SPI-2,2017,0.2,0.9,48,29,2.0,2959.54,61.34,625.98,797.2,552.69,173.84,0.25,0.01,0.03,143.72,0.8
1015,SPI-2,2017,0.2,0.7,48,9,2.0,1666.14,26.16,290.33,359.16,245.2,197.34,0.26,0.02,0.06,31.51,0.43
1016,SPI-2,2017,0.2,0.75,48,9,2.0,1946.04,32.75,344.57,423.46,287.85,220.2,0.28,0.03,0.06,33.99,0.44
1017,SPI-2,2017,0.2,0.8,48,9,2.0,2440.16,44.92,443.67,540.6,365.47,253.34,0.28,0.03,0.06,39.12,0.46
1018,SPI-2,2017,0.2,0.85,48,9,2.0,3019.53,59.58,558.95,677.62,456.98,288.2,0.27,0.03,0.05,44.39,0.47
1019,SPI-2,2017,0.2,0.9,48,9,2.0,3414.92,70.02,640.64,775.43,522.67,314.87,0.26,0.03,0.05,47.06,0.48
1020,SPI-2,2018,0.2,0.7,48,69,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
1021,SPI-2,2018,0.2,0.75,48,69,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
1022,SPI-2,2018,0.2,0.8,48,69,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
1023,SPI-2,2018,0.2,0.85,48,69,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
1024,SPI-2,2018,0.2,0.9,48,69,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
1025,SPI-2,2018,0.2,0.7,48,49,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
1026,SPI-2,2018,0.2,0.75,48,49,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
1027,SPI-2,2018,0.2,0.8,48,49,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
1028,SPI-2,2018,0.2,0.85,48,49,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
1029,SPI-2,2018,0.2,0.9,48,49,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
1030,SPI-2,2018,0.2,0.7,48,29,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
1031,SPI-2,2018,0.2,0.75,48,29,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
1032,SPI-2,2018,0.2,0.8,48,29,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
1033,SPI-2,2018,0.2,0.85,48,29,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
1034,SPI-2,2018,0.2,0.9,48,29,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
1035,SPI-2,2018,0.2,0.7,48,9,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
1036,SPI-2,2018,0.2,0.75,48,9,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
1037,SPI-2,2018,0.2,0.8,48,9,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
1038,SPI-2,2018,0.2,0.85,48,9,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
1039,SPI-2,2018,0.2,0.9,48,9,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
1040,SPI-3,2017,0.19,0.7,48,69,3.0,1233.01,26.21,266.03,347.36,242.18,54.27,0.27,0.01,0.02,215.33,0.91
1041,SPI-3,2017,0.19,0.75,48,69,3.0,1606.28,36.31,352.56,457.48,317.98,62.25,0.27,0.01,0.02,253.66,0.94
1042,SPI-3,2017,0.19,0.8,48,69,3.0,2043.05,48.7,455.34,588.72,408.68,70.47,0.26,0.01,0.01,293.78,0.96
1043,SPI-3,2017,0.19,0.85,48,69,3.0,2355.29,57.55,527.79,682.73,473.84,76.89,0.25,0.01,0.01,314.28,0.96
1044,SPI-3,2017,0.19,0.9,48,69,3.0,2905.98,73.97,658.33,851.44,591.08,85.37,0.23,0.01,0.01,355.64,0.97
1045,SPI-3,2017,0.19,0.7,48,49,3.0,1269.33,18.01,241.85,321.23,227.81,73.63,0.28,0.01,0.02,143.17,0.82
1046,SPI-3,2017,0.19,0.75,48,49,3.0,1661.81,26.23,320.8,424.1,299.38,85.88,0.28,0.01,0.02,169.36,0.86
1047,SPI-3,2017,0.19,0.8,48,49,3.0,2104.87,36.97,415.39,547.23,385.15,98.91,0.26,0.01,0.02,197.05,0.89
1048,SPI-3,2017,0.19,0.85,48,49,3.0,2422.97,44.7,482.96,635.5,446.78,108.88,0.26,0.01,0.02,211.27,0.9
1049,SPI-3,2017,0.19,0.9,48,49,3.0,2978.71,59.64,606.27,794.82,557.9,123.08,0.24,0.01,0.02,240.25,0.92
1050,SPI-3,2017,0.19,0.7,48,29,3.0,1460.61,17.26,251.86,325.48,231.34,100.12,0.27,0.02,0.03,88.62,0.67
1051,SPI-3,2017,0.19,0.75,48,29,3.0,1831.72,25.48,335.67,429.57,303.36,115.85,0.27,0.02,0.03,104.49,0.71
1052,SPI-3,2017,0.19,0.8,48,29,3.0,2246.81,36.05,435.05,553.82,389.21,131.91,0.26,0.02,0.03,121.18,0.73
1053,SPI-3,2017,0.19,0.85,48,29,3.0,2543.53,43.79,505.8,642.8,450.82,144.21,0.26,0.01,0.03,129.71,0.74
1054,SPI-3,2017,0.19,0.9,48,29,3.0,3049.8,58.83,630.9,802.93,561.15,160.6,0.24,0.01,0.03,146.95,0.76
1055,SPI-3,2017,0.19,0.7,48,9,3.0,1539.34,21.41,253.72,309.96,212.43,172.01,0.28,0.03,0.06,28.99,0.4
1056,SPI-3,2017,0.19,0.75,48,9,3.0,1962.98,31.66,335.17,407.28,277.25,201.15,0.28,0.03,0.06,33.94,0.42
1057,SPI-3,2017,0.19,0.8,48,9,3.0,2467.8,44.51,431.52,523.38,354.77,232.08,0.27,0.03,0.05,39.13,0.44
1058,SPI-3,2017,0.19,0.85,48,9,3.0,2842.18,53.63,501.75,606.68,410.66,255.68,0.27,0.03,0.05,41.81,0.45
1059,SPI-3,2017,0.19,0.9,48,9,3.0,3480.98,71.17,626.5,756.4,511.23,289.47,0.25,0.03,0.05,47.25,0.46
1060,SPI-3,2018,0.19,0.7,48,69,3.0,1226.57,24.38,255.65,310.36,199.4,169.19,0.28,0.03,0.06,28.99,0.4
1061,SPI-3,2018,0.19,0.75,48,69,3.0,1561.22,33.33,341.22,406.4,256.91,197.52,0.28,0.03,0.06,33.94,0.42
1062,SPI-3,2018,0.19,0.8,48,69,3.0,1939.34,45.36,443.57,520.86,325.66,227.71,0.27,0.03,0.05,39.13,0.44
1063,SPI-3,2018,0.19,0.85,48,69,3.0,2210.97,54.24,515.28,603.13,375.61,250.89,0.27,0.03,0.05,41.81,0.45
1064,SPI-3,2018,0.19,0.9,48,69,3.0,2656.2,65.87,643.54,750.68,465.05,284.29,0.25,0.03,0.05,47.25,0.46
1065,SPI-3,2018,0.19,0.7,48,49,3.0,1226.57,24.38,255.65,310.36,199.4,169.19,0.28,0.03,0.06,28.99,0.4
1066,SPI-3,2018,0.19,0.75,48,49,3.0,1561.22,33.33,341.22,406.4,256.91,197.52,0.28,0.03,0.06,33.94,0.42
1067,SPI-3,2018,0.19,0.8,48,49,3.0,1939.34,45.36,443.57,520.86,325.66,227.71,0.27,0.03,0.05,39.13,0.44
